Pos|Titolo|Publisher|Anno|TitoloNorm|Link
930|Crime Network: Cosa Nostra|Bedrock Games|2010|cosa nostra|http://index.rpg.net/display-entry.phtml?mainid=14075
960|Jungle Adventure|Memento Mori Theatricks|2010|jungle adventure|http://index.rpg.net/display-entry.phtml?mainid=17347
963|Cathay: The Five Kingdoms - Gamemaster's Guide|Mongoose Publishing / RedBrick|2010|cathaye|http://index.rpg.net/display-entry.phtml?mainid=18064
990|Hell for Leather|Cobweb Games|2010|hell for leather|http://index.rpg.net/display-entry.phtml?mainid=15935
1000|A Time of War: The BattleTech RPG|Catalyst Game Labs|2010|battletech|http://index.rpg.net/display-entry.phtml?mainid=16378
1074|Chthonian Stars|Mongoose Publishing|2010|chthonian stars|http://index.rpg.net/display-entry.phtml?mainid=16405
1105|City of Birds|Primeval Games Press|2010|city of birds|http://index.rpg.net/display-entry.phtml?mainid=14965
1109|GnomeMurdered|Precis Intermedia Gaming|2010|gnomemurdered|http://index.rpg.net/display-entry.phtml?mainid=14878
1117|Maschine Zeit|Machine Age Productions|2010|maschine zeit|http://index.rpg.net/display-entry.phtml?mainid=15573
1126|Hunting|Columbia Games|2010|hunting|http://index.rpg.net/display-entry.phtml?mainid=15634
1131|Hell 4 Leather|Prince of Darkness / Box Ninja|2010|hell 4 leather|http://index.rpg.net/display-entry.phtml?mainid=15934
1188|Blood & Honor|John Wick Presents|2010|blood & honor|http://index.rpg.net/display-entry.phtml?mainid=16359
1214|Monsterhearts|Buried Without Ceremony|2010|monsterhearts|http://index.rpg.net/display-entry.phtml?mainid=17276
1276|Mars Colony|tck roleplaying|2010|mars colony|http://index.rpg.net/display-entry.phtml?mainid=16431
1279|Eden: the Deceit|9th Circle Games|2010|eden: the deceit|http://index.rpg.net/display-entry.phtml?mainid=15659
1320|Kagematsu|Cream Alien Games|2010|kagematsu|http://index.rpg.net/display-entry.phtml?mainid=15917
1331|Infinite Power RPG|Bonsai Entertainment|2010|infinite power|http://index.rpg.net/display-entry.phtml?mainid=17106
1344|Ingenium|Silver Gryphon Games|2010|ingenium|http://index.rpg.net/display-entry.phtml?mainid=16926
1350|Tombs & Terrors: Old School Fantasy Role Playing|Beyond Belief Games|2010|tombs & terrors|http://index.rpg.net/display-entry.phtml?mainid=16427
1355|Dogs of W*A*R|Beyond Belief Games|2010|dogs of w*a*r|http://index.rpg.net/display-entry.phtml?mainid=14418
1358|Rules Compendium|Wizards of the Coast|2010|rules compendium|http://index.rpg.net/display-entry.phtml?mainid=16072
1422|Harvesters|Troll Lord Games|2010|harvesters|http://index.rpg.net/display-entry.phtml?mainid=14019
1432|Geasa|Firestorm Ink|2010|geasa|http://index.rpg.net/display-entry.phtml?mainid=17471
1442|Pangenre|Pangenre|2010|pangenre|http://index.rpg.net/display-entry.phtml?mainid=16587
1452|Continuity|Posthuman Studios|2010|continuity|http://index.rpg.net/display-entry.phtml?mainid=16682
1467|Backswords & Bucklers Book One: Basic Rules|Tied to a Kite|2010|backswords & bucklers|http://index.rpg.net/display-entry.phtml?mainid=15344
1472|Sorcery & Super Science!|Expeditious Retreat Press|2010|sorcery & super science|http://index.rpg.net/display-entry.phtml?mainid=15837
1476|G-Core|Dilly Green Bean Games|2010|g core|http://index.rpg.net/display-entry.phtml?mainid=16601
1480|Hoodoo Blues|Vajra Enterprises|2010|hoodoo blues|http://index.rpg.net/display-entry.phtml?mainid=15293
1486|FUBAR|Vulpinoid Studios|2010|fubar|http://index.rpg.net/display-entry.phtml?mainid=15503
1504|Nightmare Worlds|Maverick Publishing|2010|nightmare worlds|http://index.rpg.net/display-entry.phtml?mainid=16621
1511|Zombie Death Town|Rarr! I'm A Monster Publishing|2010|zombie death town|http://index.rpg.net/display-entry.phtml?mainid=16738
1512|The Flux|John Wick Presents|2010|flux|http://index.rpg.net/display-entry.phtml?mainid=17367
1515|Monkey: The Storytelling Game of the Journey to the West|D101 Games|2010|monkey|http://index.rpg.net/display-entry.phtml?mainid=15598
1520|Hammerax: The Ancient World|Greywood Publishing|2010|hammerax|http://index.rpg.net/display-entry.phtml?mainid=17639
1525|Infinite Futures|Avalon Game Company|2010|infinite futures|http://index.rpg.net/display-entry.phtml?mainid=17360
1528|Lost Roads of Lociam|selfpublished|2010|lost roads of lociam|http://index.rpg.net/display-entry.phtml?mainid=14873
1535|INVULNERABLE Tabletop Super Hero Roleplaying Game|Imperfekt Gammes|2010|invulnerable|http://index.rpg.net/display-entry.phtml?mainid=15313
1550|Conflict Roleplaying Rulebook|Conflict Games|2010|conflict|http://index.rpg.net/display-entry.phtml?mainid=14119
1555|e20 System Evolved|GMSarli Games|2010|e20|http://index.rpg.net/display-entry.phtml?mainid=17513
1556|Skulduggery|Pelgrane Press|2010|skulduggery|http://index.rpg.net/display-entry.phtml?mainid=16400
1561|The WatchGuard Sourcebook|Xion Studios|2010|watchguard |http://index.rpg.net/display-entry.phtml?mainid=16746
1571|Elegia|Relative Entropy Games|2010|elegia|http://index.rpg.net/display-entry.phtml?mainid=14373
1584|Director's Cut Survival Horror|Crispy Zombie Productions|2010|director's cut survival horror|http://index.rpg.net/display-entry.phtml?mainid=16321
1589|Capes, Cowls and Villains Foul|Spectrum Games|2010|capes, cowls and villains foul|http://index.rpg.net/display-entry.phtml?mainid=16237
1592|Space Rage|Nerd Rage Games|2010|space rage|http://index.rpg.net/display-entry.phtml?mainid=16221
1605|Umläut: Game of Metal|Lord of the Pies|2010|umläut|http://index.rpg.net/display-entry.phtml?mainid=16540
1615|Loom|Silver Branch Games|2010|loom|http://index.rpg.net/display-entry.phtml?mainid=15966
1619|Spione: Story Now in Cold War Berlin|Adept Press|2010|spione|http://index.rpg.net/display-entry.phtml?mainid=15954
1622|Gun Thief|Buried Without Ceremony|2010|gun thief|http://index.rpg.net/display-entry.phtml?mainid=17274
1628|Yesterday's Tomorrows|John Wick Presents|2010|yesterday's tomorrows|http://index.rpg.net/display-entry.phtml?mainid=17804
1634|-U- The Game of Stories|A'n'SR entertainments|2010|the game of stories|http://index.rpg.net/display-entry.phtml?mainid=17389
1639|Executive Decisions|Greg Stolze|2010|executive decisions|http://index.rpg.net/display-entry.phtml?mainid=14530
1640|PAX BRITANNICA|Abbott Games|2010|pax britannica|http://index.rpg.net/display-entry.phtml?mainid=17189
1642|DIRGE: Dark Modern Fantasy Roleplaying Game|Imperfekt Gammes|2010|dirge|http://index.rpg.net/display-entry.phtml?mainid=16641
1654|Medieval Rage|Nerd Rage Games|2010|medieval rage|http://index.rpg.net/display-entry.phtml?mainid=16222
1661|Hyperlite: The Sirius Treaty|Sceaptune Games|2010|hyperlite|http://index.rpg.net/display-entry.phtml?mainid=14379
1662|Space Station|Memento Mori Theatricks|2010|space station|http://index.rpg.net/display-entry.phtml?mainid=17349
1667|Bean!|Fabled Worlds|2010|bean|http://index.rpg.net/display-entry.phtml?mainid=16599
1669|Three Black Crows, Three Dead Men: A Gallows Tale|Galileo Games|2010|three black crows, three dead men|http://index.rpg.net/display-entry.phtml?mainid=15875
1670|The Realms of Chirak|Zodiac Gods Publishing|2010|realms of chirak|http://index.rpg.net/display-entry.phtml?mainid=15599
1678|Avenngrail|Castle Theory Games|2010|avenngrail|http://index.rpg.net/display-entry.phtml?mainid=14052
687|Hounds of G.O.D.|AJW Games|2010|hounds of g.o.d.|http://index.rpg.net/display-entry.phtml?mainid=15519
1695|Zodia Sunset|Grey Area Games|2010|zodia sunset|http://index.rpg.net/display-entry.phtml?mainid=15341
1697|Super Crusaders|Crusader Game Books|2010|super crusaders|http://index.rpg.net/display-entry.phtml?mainid=18730
1698|Wild West Cinema|Spectrum Games|2010|wild west cinema|http://index.rpg.net/display-entry.phtml?mainid=16238
1702|War Rage|Nerd Rage Games|2010|war rage|http://index.rpg.net/display-entry.phtml?mainid=16223
1703|Castle Bravo|Pelgrane Press|2010|castle bravo|http://index.rpg.net/display-entry.phtml?mainid=15144
1712|The World of Onn|Fantasy Adventure Studios|2010|world of onn|http://index.rpg.net/display-entry.phtml?mainid=14008
1719|rpgKids|Highmoon Games|2010|rpgkids|http://index.rpg.net/display-entry.phtml?mainid=16129
1722|Tibet Monastic Edition|Vajra Enterprises|2010|tibet monastic edition|http://index.rpg.net/display-entry.phtml?mainid=15292
1734|Cipher|Broken Meme gamedesignstudio|2010|cipher|http://index.rpg.net/display-entry.phtml?mainid=16442
1738|My Monster|Wicked Dead Brewing Company|2010|my monster|http://index.rpg.net/display-entry.phtml?mainid=17458
1741|Action Planet|Points of Insanity Game Studio|2010|action planet|http://index.rpg.net/display-entry.phtml?mainid=17248
1745|Wizards and Gunslingers|Avalon Game Company|2010|wizards and gunslingers|http://index.rpg.net/display-entry.phtml?mainid=14786
1747|Spooky Manor|Memento Mori Theatricks|2010|spooky manor|http://index.rpg.net/display-entry.phtml?mainid=17348
1755|Régime Diabolique|Triple Ace Games|2010|régime diabolique|http://index.rpg.net/display-entry.phtml?mainid=16416
1764|Nuissundus Fantasy Roleplay|Eidolon Games|2010|nuissundus|http://index.rpg.net/display-entry.phtml?mainid=17260
1772|Peryton Fantasy Roleplaying Game|Peryton Publishing|2010|peryton|http://index.rpg.net/display-entry.phtml?mainid=16402
1776|Mysterious Circumstances|Big Iron Vault Publishing|2010|mysterious circumstances|http://index.rpg.net/display-entry.phtml?mainid=15280
1780|The Genius Guide to Feats of Runic Might|OtherWorld Creations|2010|genius guide to feats of runic might|http://index.rpg.net/display-entry.phtml?mainid=16147
1792|The Life and Times of a Teenage Sorcerer|Mystic Age Games|2010|life and times of a teenage sorcerer|http://index.rpg.net/display-entry.phtml?mainid=16611
1796|A'Kyria|Our Own Game Company|2010|a'kyria|http://index.rpg.net/display-entry.phtml?mainid=17264
1798|Resolute: Towers of Arvandoria|Teddy Bear Press|2010|arvandoria|http://index.rpg.net/display-entry.phtml?mainid=15798
1806|Preternatural|Grey Area Games|2010|preternatural|http://index.rpg.net/display-entry.phtml?mainid=15340
1810|The World of Lykarnia|Big Iron Vault Publishing|2010|lykarnia|http://index.rpg.net/display-entry.phtml?mainid=15261
1819|Trucker|Four Color Adventure|2010|trucker|http://index.rpg.net/display-entry.phtml?mainid=16332
1841|Braggart|Spiral Galaxy Games|2010|braggart|http://index.rpg.net/display-entry.phtml?mainid=17133
1866|The Rustbelt|Beyond the Wire Productions|2010|rustbelt|http://index.rpg.net/display-entry.phtml?mainid=18289
1916|Knuckleheads!|Beyond the Wire Productions|2010|knuckleheads|http://index.rpg.net/display-entry.phtml?mainid=18290
1987|Outbreak: Undead|Hunters Books and Apparel|2010|outbreak|http://index.rpg.net/display-entry.phtml?mainid=16456
1997|Ghettopocalypse|Echelon St. Games|2010|ghettopocalypse|http://index.rpg.net/display-entry.phtml?mainid=16471
33|The One Ring: Adventures over the Edge of the Wild|Cubicle 7 Entertainment|2011|one ring|http://index.rpg.net/display-entry.phtml?mainid=18395
125|Part-Time Gods|Third Eye Games|2011|part-time gods|http://index.rpg.net/display-entry.phtml?mainid=18320
132|Dungeon Crawl Classics Role Playing Game|Goodman Games|2011|dungeon crawl|http://index.rpg.net/display-entry.phtml?mainid=18245
237|The Mutant Epoch Hub Rules|Outland Arts|2011|mutant epoch|http://index.rpg.net/display-entry.phtml?mainid=18622
280|Legend Tabletop Roleplaying Game System|Rule of Cool Gaming|2011|legend tabletop|http://index.rpg.net/display-entry.phtml?mainid=18722
339|Hollowpoint|VSCA Publishing|2011|hollowpoint|http://index.rpg.net/display-entry.phtml?mainid=18365
347|Black Crusade|Fantasy Flight Games|2011|black crusade|http://index.rpg.net/display-entry.phtml?mainid=18605
356|Ashen Stars|Pelgrane Press|2011|ashen stars|http://index.rpg.net/display-entry.phtml?mainid=18382
375|Bulldogs!|Galileo Games|2011|bulldogs|http://index.rpg.net/display-entry.phtml?mainid=18763
429|Remnants|Outrider Studios|2011|remnants|http://index.rpg.net/display-entry.phtml?mainid=18493
431|Conquest of Nerath|Wizards of the Coast|2011|conquest of nerath|http://index.rpg.net/display-entry.phtml?mainid=18282
433|FU: Free, Universal Role-Playing Game|Peril Planet|2011|fu:|http://index.rpg.net/display-entry.phtml?mainid=18127
461|Chronicles of Arax: Solo Adventure Game|Crystal Star Games|2011|arax|http://index.rpg.net/display-entry.phtml?mainid=18155
462|Degenesis|Posthuman Studios / Sighpress|2011|degenesis|http://index.rpg.net/display-entry.phtml?mainid=18844
537|Microscope|Lame Mage Productions|2011|microscope|http://index.rpg.net/display-entry.phtml?mainid=18015
544|Mistborn Adventure Game|Crafty Games|2011|mistborn|http://index.rpg.net/display-entry.phtml?mainid=18510
548|Stormrift|Precis Intermedia Gaming|2011|stormrift|http://index.rpg.net/display-entry.phtml?mainid=17518
549|Neoclassical Geek Revival|Unofficial Games|2011|neoclassical geek revival|http://index.rpg.net/display-entry.phtml?mainid=18463
570|The Tools of Ignorance|Flying Mice|2011|tools of ignorance|http://index.rpg.net/display-entry.phtml?mainid=17550
586|The Secret Fire|Secret Fire Games|2011|secret fire|http://index.rpg.net/display-entry.phtml?mainid=18393
589|Fabled Lands|Greywood Publishing|2011|fabled lands|http://index.rpg.net/display-entry.phtml?mainid=18293
604|Cosmic Patrol|Catalyst Game Labs|2011|cosmic patrol|http://index.rpg.net/display-entry.phtml?mainid=18644
618|Shock: Human Contact|glyphpress|2011|shock:|http://index.rpg.net/display-entry.phtml?mainid=18149
634|Crimson Exodus|Radical Approach|2011|crimson exodus|http://index.rpg.net/display-entry.phtml?mainid=18184
646|The Apocalypse Machine|Pelgrane Press|2011|apocalypse machine|http://index.rpg.net/display-entry.phtml?mainid=18596
647|Star Storm|Jackal Pack Games|2011|star storm|http://index.rpg.net/display-entry.phtml?mainid=18337
649|Simple Superheroes|Compose Dream Games|2011|simple superheroes|http://index.rpg.net/display-entry.phtml?mainid=18598
720|Other Worlds|Signal 13|2011|other worlds|http://index.rpg.net/display-entry.phtml?mainid=18842
723|Kids & Critters|Cubicle 7 Entertainment / Beyond Belief Games|2011|kids & critters|http://index.rpg.net/display-entry.phtml?mainid=18775
750|Kingdom of Nothing|Galileo Games|2011|kingdom of nothing|http://index.rpg.net/display-entry.phtml?mainid=18597
752|Macabre Tales|Spectrum Games|2011|macabre tales|http://index.rpg.net/display-entry.phtml?mainid=18543
773|In Flames|Cubicle 7 Entertainment / Fire Ruby Designs|2011|in flames|http://index.rpg.net/display-entry.phtml?mainid=18472
793|Advanced Fighting Fantasy: The Roleplaying Game|Cubicle 7 Entertainment / Arion Games|2011|advanced fighting fantasy|http://index.rpg.net/display-entry.phtml?mainid=18232
936|WyshMaykers: The Game of Magical Stories|A'n'SR entertainments|2011|wyshmaykers|http://index.rpg.net/display-entry.phtml?mainid=18468
1009|Victoria|Hazard Gaming|2011|victoria|http://index.rpg.net/display-entry.phtml?mainid=18939
1022|Outremer|Flying Mice|2011|outremer|http://index.rpg.net/display-entry.phtml?mainid=18329
1064|Darker Dungeons|Gratis Games|2011|darker dungeons|http://index.rpg.net/display-entry.phtml?mainid=18544
1065|Agents of S.W.I.N.G.|Postmortem Studios|2011|agents of s.w.i.n.g.|http://index.rpg.net/display-entry.phtml?mainid=18228
1171|Arcanis: The World of Shattered Empires Roleplaying Game|Paradigm Concepts|2011|arcanis|http://index.rpg.net/display-entry.phtml?mainid=18327
1193|Ancient Odysseys|Politically Incorrect Games / Precis Intermedia|2011|ancient odysseys|http://index.rpg.net/display-entry.phtml?mainid=18821
1206|Becoming Heroes|Transneptune Games|2011|becoming heroes|http://index.rpg.net/display-entry.phtml?mainid=18418
1303|Retro Phaze|Relative Entropy Games|2011|retro phaze|http://index.rpg.net/display-entry.phtml?mainid=18198
1390|Laser Squid Nemesis|Blackwyrm Publishing|2011|laser squid nemesis|http://index.rpg.net/display-entry.phtml?mainid=18255
1458|Abney Park's Airship Pirates|Cubicle 7 Entertainment|2011|abney park's airship pirates|http://index.rpg.net/display-entry.phtml?mainid=18427
1547|Realms of Atlantasia: The Games Masters Bible|J.A.C.H. Books|2011|atlantasia|http://index.rpg.net/display-entry.phtml?mainid=18717
1554|Stellar Wind|Higher Dimension Games|2011|stellar wind|http://index.rpg.net/display-entry.phtml?mainid=18216
1569|Wonderland No More|Triple Ace Games|2011|wonderland no more|http://index.rpg.net/display-entry.phtml?mainid=18039
1587|The Modern Path: Heroes of the Modern World|Game Room Creations|2011|modern path|http://index.rpg.net/display-entry.phtml?mainid=18219
1590|Galaxy Prime: A Sci-Fi Roleplaying Epic|Epic Age Media|2011|galaxy prime|http://index.rpg.net/display-entry.phtml?mainid=18426
1616|Early Dark|Anthropos Games|2011|early dark|http://index.rpg.net/display-entry.phtml?mainid=19263
1663|Compact Heroes|Sacrosanct Games|2011|compact heroes|http://index.rpg.net/display-entry.phtml?mainid=18783
1666|Portal To Adventure|Spellbook Games|2011|portal to adventure|http://index.rpg.net/display-entry.phtml?mainid=17547
1689|The Stork|DreamPunk Productions|2011|stork|http://index.rpg.net/display-entry.phtml?mainid=18354
1710|Rotworld|Goblinoid Games|2011|rotworld|http://index.rpg.net/display-entry.phtml?mainid=18540
1725|Resolute, Adventurer & Genius|Stargazer Games|2011|resolute, adventurer & genius|http://index.rpg.net/display-entry.phtml?mainid=17482
1726|Byron Falls|John Wick Presents|2011|byron falls|http://index.rpg.net/display-entry.phtml?mainid=17802
1736|The Silver Kiss of the Magical Twilight of the Full Moon|Talula Games|2011|silver kiss of the magical twilight of the full moon|http://index.rpg.net/display-entry.phtml?mainid=17573
1739|Nameless Streets|Alephtar Games / Cubicle 7 Entertainment|2011|nameless streets|http://index.rpg.net/display-entry.phtml?mainid=18453
1773|Sword Noir: A Role-Playing Game of Hardboiled Sword & Sorcery|Sword's Edge Publishing|2011|sword noir|http://index.rpg.net/display-entry.phtml?mainid=18826
1779|Do: Pilgrims of the Flying Temple|Evil Hat Productions|2011|do: pilgrims of the flying temple|http://index.rpg.net/display-entry.phtml?mainid=18370
1784|Astral Empires|Avalon Game Company|2011|astral empires|http://index.rpg.net/display-entry.phtml?mainid=18229
1795|50 Fathoms: Explorer's Edition|Pinnacle|2011|50 fathoms|http://index.rpg.net/display-entry.phtml?mainid=18713
1801|Raex|Games Publishing|2011|raex|http://index.rpg.net/display-entry.phtml?mainid=18470
1828|Unity Underground|Red Moon Medicine Show|2011|unity underground|http://index.rpg.net/display-entry.phtml?mainid=17578
1830|3d6 in Order|Antediluvian Press|2011|3d6 in order|http://index.rpg.net/display-entry.phtml?mainid=19039
1836|Spider's Dance|Vulpinoid Studios|2011|spider's dance|http://index.rpg.net/display-entry.phtml?mainid=18132
1842|Weird West Roleplaying Game|Robertson Games|2011|weird west|http://index.rpg.net/display-entry.phtml?mainid=18274
1843|Aspect|Stone Tablet Games|2011|aspect|http://index.rpg.net/display-entry.phtml?mainid=18257
1845|The Tulip Academy's Society for Dangerous Gentlemen|Cel*Style|2011|tulip academy|http://index.rpg.net/display-entry.phtml?mainid=18292
1846|BARBAREN!|Vagrant Workshop|2011|barbaren|http://index.rpg.net/display-entry.phtml?mainid=18700
1861|Renaissance|Cubicle 7 Entertainment / Cakebread & Walton|2011|renaissance|http://index.rpg.net/display-entry.phtml?mainid=18830
1868|The Beast of Limfjord|Peril Planet|2011|beast of limfjord|http://index.rpg.net/display-entry.phtml?mainid=18129
1869|Airship Troopers: Volcanic Dinosaur Island Of Doom|Heliograph|2011|airship troopers|http://index.rpg.net/display-entry.phtml?mainid=18220
1883|Chivalry and Sorcery Essence|Brittannia Game Designs|2011|chivalry and sorcery|http://index.rpg.net/display-entry.phtml?mainid=18778
1884|6d6 Core|6d6Fireball.com|2011|6d6|http://index.rpg.net/display-entry.phtml?mainid=18752
1885|FEAR RPG|Paul Jeffcoat|2011|fear|http://index.rpg.net/display-entry.phtml?mainid=18508
1890|Corruption|Thistle Games|2011|corruption|http://index.rpg.net/display-entry.phtml?mainid=18804
1894|BADASS|Stargazer Games|2011|badass|http://index.rpg.net/display-entry.phtml?mainid=18278
1901|Jumpers: Survivial Roleplaying in the Infinite Multiverse|Pawn & Hex Games|2011|jumpers|http://index.rpg.net/display-entry.phtml?mainid=18336
1902|A Wanderer's Romance|Stargazer Games|2011|wanderer's romance|http://index.rpg.net/display-entry.phtml?mainid=18681
1904|Kiss My Axe: Thirteen Warriors and an Angel of Death|Sword's Edge Publishing|2011|kiss my axe|http://index.rpg.net/display-entry.phtml?mainid=18827
1908|Arcane Heroes|Stargazer Games|2011|arcane heroes|http://index.rpg.net/display-entry.phtml?mainid=18279
1920|Doctor Jester's Phantasmagorical Automatic Freak Machine|Arc Dream Publishing|2011|doctor jester|http://index.rpg.net/display-entry.phtml?mainid=18651
1921|Score: The Book Of Rules|Score Games|2011|score|http://index.rpg.net/display-entry.phtml?mainid=18725
1932|Woodland Warriors|Beyond Belief Games|2011|woodland warriors|http://index.rpg.net/display-entry.phtml?mainid=18771
1935|Sword's Edge System|Sword's Edge Publishing|2011|sword's edge system|http://index.rpg.net/display-entry.phtml?mainid=18828
1938|TimeSPAN Roleplaying Game|Point of Insanity Game Studio|2011|timespan|http://index.rpg.net/display-entry.phtml?mainid=18744
1940|Far West: Amble's Map|Adamant Entertainment|2011|far west: amble's map|http://index.rpg.net/display-entry.phtml?mainid=19006
1943|Inception the Roleplaying Game|Stillstead Publishing|2011|inception|http://index.rpg.net/display-entry.phtml?mainid=19142
1951|Old Dragon|Redbox Editora|2011|old dragon|http://index.rpg.net/display-entry.phtml?mainid=19405
1952|Lost Days of Memories & Madness|Steampower Publishing / Cubicle 7 Entertainment|2011|lost days of memories & madness|http://index.rpg.net/display-entry.phtml?mainid=19448
1955|Terra Devastada|Retropunk Publicações|2011|terra devastada|http://index.rpg.net/display-entry.phtml?mainid=19406
1959|Murderous Ghosts|Night Sky Games|2011|murderous ghosts|http://index.rpg.net/display-entry.phtml?mainid=19767
185|Marvel Heroic Roleplaying Basic Game|Margaret Weis Productions|2012|marvel heroic|http://index.rpg.net/display-entry.phtml?mainid=19001
238|Mystic Empyrean|Level 99 Games|2012|mystic empyrean|http://index.rpg.net/display-entry.phtml?mainid=19071
315|Stalker|Burger Games|2012|stalker|http://index.rpg.net/display-entry.phtml?mainid=19042
334|Adventurer Conqueror King System|Autarch|2012|adventurer conqueror king system|http://index.rpg.net/display-entry.phtml?mainid=18932
349|BareBones Fantasy|DwD Studios|2012|barebones fantasy|http://index.rpg.net/display-entry.phtml?mainid=19528
357|Amazing Adventures|Troll Lord Games|2012|amazing adventures|http://index.rpg.net/display-entry.phtml?mainid=18911
376|Night's Black Agents|Pelgrane Press|2012|night's black agents|http://index.rpg.net/display-entry.phtml?mainid=19375
382|Eldritch Skies|Battlefield Press|2012|eldritch skies|http://index.rpg.net/display-entry.phtml?mainid=19136
456|Mermaid Adventures RPG|Third Eye Games|2012|mermaid adventures|http://index.rpg.net/display-entry.phtml?mainid=19223
459|Astonishing Swordsmen & Sorcerers of Hyperborea|North Wind Adventures|2012|hyperborea|http://index.rpg.net/display-entry.phtml?mainid=19495
460|Broken Rooms|Greymalkin Designs|2012|broken rooms|http://index.rpg.net/display-entry.phtml?mainid=19446
464|Rogue Mage|Misfit Studios|2012|rogue mage|http://index.rpg.net/display-entry.phtml?mainid=19402
551|Dungeon World|Sage Kobold Productions|2012|dungeon world|http://index.rpg.net/display-entry.phtml?mainid=19217
552|The Company|D101 Games|2012|the company|http://index.rpg.net/display-entry.phtml?mainid=19183
563|Lords of Olympus|Precis Intermedia Gaming|2012|lords of olympus|http://index.rpg.net/display-entry.phtml?mainid=19359
644|Durance|Bully Pulpit Games|2012|durance|http://index.rpg.net/display-entry.phtml?mainid=19523
650|The Hub Federation|Gypsy Knights Games|2012|hub federation|http://index.rpg.net/display-entry.phtml?mainid=19155
651|Michtim: Fluffy Adventures|GrimOgre Laboratory|2012|michtim|http://index.rpg.net/display-entry.phtml?mainid=19393
660|Yggdrasill - the Lands of the North|Cubicle 7 Entertainment|2012|yggdrasill|http://index.rpg.net/display-entry.phtml?mainid=19353
721|Ingenero|Steve Mathers|2012|ingenero|http://index.rpg.net/display-entry.phtml?mainid=19394
751|Novus|Firehawk Games|2012|novus|http://index.rpg.net/display-entry.phtml?mainid=19501
754|EPOCH|Imaginary Empire|2012|epoch|http://index.rpg.net/display-entry.phtml?mainid=19458
758|Heroes Wear Masks|Avalon Games|2012|heroes wear masks|http://index.rpg.net/display-entry.phtml?mainid=19564
897|Champions Complete|Hero Games|2012|champions complete|http://index.rpg.net/display-entry.phtml?mainid=19483
937|Rogue Marshal: Ascendancy|Broken Tower|2012|rogue marshal|http://index.rpg.net/display-entry.phtml?mainid=19110
964|Primeval|Cubicle 7 Entertainment|2012|primeval|http://index.rpg.net/display-entry.phtml?mainid=19267
965|Magic World|Chaosium|2012|magic world|http://index.rpg.net/display-entry.phtml?mainid=19585
1113|Blade & Crown|NJW Games|2012|blade & crown|http://index.rpg.net/display-entry.phtml?mainid=19401
1148|Myth & Magic|New Haven Games|2012|myth & magic|http://index.rpg.net/display-entry.phtml?mainid=19045
1321|Parsec|Jolly Roger Games|2012|parsec|http://index.rpg.net/display-entry.phtml?mainid=15704
1365|SteamCraft|Perilous Journeys Publishing|2012|steamcraft|http://index.rpg.net/display-entry.phtml?mainid=19214
1404|Legends of the Wulin|EOSSAMA|2012|wulin|http://index.rpg.net/display-entry.phtml?mainid=19002
1463|Wolsung: Steam Pulp Fantasy|Studio 2 Publishing|2012|wolsung|http://index.rpg.net/display-entry.phtml?mainid=19243
1522|Seeker: The Role Playing Game|Vajra Enterprises|2012|seeker|http://index.rpg.net/display-entry.phtml?mainid=18994
1537|The Wanton Role-Playing (WaRP) System|Atlas Games|2012|warp|http://index.rpg.net/display-entry.phtml?mainid=19140
1655|Crypts & Things|D101 Games|2012|crypts & things|http://index.rpg.net/display-entry.phtml?mainid=19031
1658|Other Dust|Sine Nomine Publishing|2012|other dust|http://index.rpg.net/display-entry.phtml?mainid=19260
1742|Ninja & Samurai Role-Playing Game|Starrhorse Games|2012|ninja & samurai|http://index.rpg.net/display-entry.phtml?mainid=19235
1839|Shadows of Esteren 1 - Universe|Agate Editions|2012|shadows of esteren|http://index.rpg.net/display-entry.phtml?mainid=19363
1862|Kuro|Cubicle 7 Entertainment|2012|kuro|http://index.rpg.net/display-entry.phtml?mainid=19592
1896|Tephra|Cracked Monocle|2012|tephra|http://index.rpg.net/display-entry.phtml?mainid=19416
1897|The Extraterrestrials Sourcebook|Eden Studios|2012|extraterrestrials sourcebook|http://index.rpg.net/display-entry.phtml?mainid=19203
1903|Streets of Bedlam: A Savage World of Crime Corruption|Fun Sized Games|2012|bedlam|http://index.rpg.net/display-entry.phtml?mainid=19208
1906|curse the darkness|Growling Door Games, Inc.|2012|curse the darkness|http://index.rpg.net/display-entry.phtml?mainid=19556
1910|Forsooth!|Indie Press Revolution|2012|forsooth|http://index.rpg.net/display-entry.phtml?mainid=19252
1911|Renegade|Thistle Games|2012|renegade|http://index.rpg.net/display-entry.phtml?mainid=19043
1915|Ultramodern4|Dias Ex Machina Games|2012|ultramodern4|http://index.rpg.net/display-entry.phtml?mainid=19139
1917|Creatures & Caverns|Griffon Publishing Studio|2012|creatures & caverns|http://index.rpg.net/display-entry.phtml?mainid=19232
1918|The Play's The Thing: A Game of Shakespearean Playwrights and Actors|Magpie Games|2012|play's the things|http://index.rpg.net/display-entry.phtml?mainid=19254
1923|Waverly Armageddon|218 Productions|2012|waverly armageddon|http://index.rpg.net/display-entry.phtml?mainid=19189
1926|TOKEN a simple RPG|None|2012|token a simple rpg|http://index.rpg.net/display-entry.phtml?mainid=19455
1937|55 Below 0 and 6 Feet from Hell|Survive RPG|2012|55 below 0 and 6 feet from hell|http://index.rpg.net/display-entry.phtml?mainid=19111
