"Terms","Docs","Freq","post.link","author.id","author.name","author.link","post.dt","categories","locations","comments.num","role","location","Prov","Regione","Latitudine.Prov","Longitudine.Prov"
"heroquest","52364",1,"https://www.gdrplayers.it/cercasi-giocatori-heroquest-provincia-torino","conan","Conan","https://www.gdrplayers.it/author/conan/",2016-02-25 08:00:32,"Ricerca giocatori","Torino",1,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"heroquest","73849",1,"https://www.gdrplayers.it/cercasi-giocatori-heroquest","aldo","Aldo","https://www.gdrplayers.it/author/aldo/",2017-12-08 18:00:23,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"d&d","3396",1,"https://www.gdrplayers.it/cercasi-giocatori-in-bologna-per-dd-3-5","rav025","Rav025","https://www.gdrplayers.it/author/rav025/",2010-11-05 09:17:30,"Ricerca giocatori","Bologna",7,"Game Master","Bologna","BO","Emilia-Romagna","44,4955600000","11,3466700000"
"call of cthulhu","23508",1,"https://www.gdrplayers.it/cercasi-giocatori-in-zona-forlimpopoli-e-dintorni","jester","Emanuele Castagnoli","https://www.gdrplayers.it/author/jester/",2013-04-22 09:44:19,"Ricerca giocatori","Forlì-Cesena",1,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"cyberpunk","23508",1,"https://www.gdrplayers.it/cercasi-giocatori-in-zona-forlimpopoli-e-dintorni","jester","Emanuele Castagnoli","https://www.gdrplayers.it/author/jester/",2013-04-22 09:44:19,"Ricerca giocatori","Forlì-Cesena",1,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","23508",1,"https://www.gdrplayers.it/cercasi-giocatori-in-zona-forlimpopoli-e-dintorni","jester","Emanuele Castagnoli","https://www.gdrplayers.it/author/jester/",2013-04-22 09:44:19,"Ricerca giocatori","Forlì-Cesena",1,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"fading suns","23508",1,"https://www.gdrplayers.it/cercasi-giocatori-in-zona-forlimpopoli-e-dintorni","jester","Emanuele Castagnoli","https://www.gdrplayers.it/author/jester/",2013-04-22 09:44:19,"Ricerca giocatori","Forlì-Cesena",1,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"pathfinder","23508",1,"https://www.gdrplayers.it/cercasi-giocatori-in-zona-forlimpopoli-e-dintorni","jester","Emanuele Castagnoli","https://www.gdrplayers.it/author/jester/",2013-04-22 09:44:19,"Ricerca giocatori","Forlì-Cesena",1,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"vampire the masquerade","23508",1,"https://www.gdrplayers.it/cercasi-giocatori-in-zona-forlimpopoli-e-dintorni","jester","Emanuele Castagnoli","https://www.gdrplayers.it/author/jester/",2013-04-22 09:44:19,"Ricerca giocatori","Forlì-Cesena",1,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"warhammer","23508",1,"https://www.gdrplayers.it/cercasi-giocatori-in-zona-forlimpopoli-e-dintorni","jester","Emanuele Castagnoli","https://www.gdrplayers.it/author/jester/",2013-04-22 09:44:19,"Ricerca giocatori","Forlì-Cesena",1,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","51868",1,"https://www.gdrplayers.it/cercasi-giocatori-lecce-pathfinder","emanuele95","Emanuele95","https://www.gdrplayers.it/author/emanuele95/",2016-02-05 11:16:46,"Ricerca giocatori","Lecce",1,"Game Master","Lecce","LE","Puglia","40,3527800000","18,1741700000"
"pathfinder","51868",1,"https://www.gdrplayers.it/cercasi-giocatori-lecce-pathfinder","emanuele95","Emanuele95","https://www.gdrplayers.it/author/emanuele95/",2016-02-05 11:16:46,"Ricerca giocatori","Lecce",1,"Game Master","Lecce","LE","Puglia","40,3527800000","18,1741700000"
"vampire the masquerade","67409",1,"https://www.gdrplayers.it/cercasi-giocatori-live-vampiri-la-masquerade","irya","irya","https://www.gdrplayers.it/author/irya/",2017-07-10 14:00:35,"Ricerca giocatori","Venezia",0,"Game Master","Venezia","VE","Veneto","45,4380600000","12,3275000000"
"vampire the masquerade","68738",1,"https://www.gdrplayers.it/cercasi-giocatori-lugano-svizzera","danilo-marques","Danilo Marques","https://www.gdrplayers.it/author/danilo-marques/",2017-08-30 14:00:29,"Ricerca giocatori","Lugano",2,"Game Master","Lugano",NA,NA,NA,NA
"werewolf","68738",1,"https://www.gdrplayers.it/cercasi-giocatori-lugano-svizzera","danilo-marques","Danilo Marques","https://www.gdrplayers.it/author/danilo-marques/",2017-08-30 14:00:29,"Ricerca giocatori","Lugano",2,"Game Master","Lugano",NA,NA,NA,NA
"renaissance","70444",1,"https://www.gdrplayers.it/cercasi-giocatori-lultima-torcia-zona-tuscolana","asd-dark-zone","ASD Dark Zone","https://www.gdrplayers.it/author/asd-dark-zone/",2017-09-30 14:00:30,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"one ring","57549",1,"https://www.gdrplayers.it/cercasi-giocatori-lunico-anello","domino","Domino","https://www.gdrplayers.it/author/domino/",2016-09-29 16:10:58,"Ricerca giocatori","Firenze, Siena",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","57455",1,"https://www.gdrplayers.it/cercasi-giocatori-martina-franca","ontologo","Alex","https://www.gdrplayers.it/author/ontologo/",2016-09-28 10:07:39,"Ricerca giocatori","Taranto",8,"Game Master","Taranto","TA","Puglia","40,4727800000","17,2433300000"
"d&d","63745",1,"https://www.gdrplayers.it/cercasi-giocatori-master-dd-3-5-siena","lyen","lyen","https://www.gdrplayers.it/author/lyen/",2017-03-16 14:00:41,"Ricerca giocatori","Siena",0,"Game Master","Siena","SI","Toscana","43,3197200000","11,3330600000"
"d&d","50178",1,"https://www.gdrplayers.it/cercasi-giocatori-master-dd-3-5","dercas","Dercas","https://www.gdrplayers.it/author/dercas/",2015-11-06 11:47:59,"Ricerca giocatori","Milano, Monza e Brianza",3,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"d&d","76215",1,"https://www.gdrplayers.it/cercasi-giocatori-master-dd","dagodav","dagodav","https://www.gdrplayers.it/author/dagodav/",2018-01-27 14:00:50,"Ricerca giocatori","Milano",2,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"d&d","1044",1,"https://www.gdrplayers.it/cercasi-giocatori-master-dnd-4-edizione-parma","lorgax","lorgax","https://www.gdrplayers.it/author/lorgax/",2010-04-11 10:47:27,"Ricerca giocatori","Parma",3,"Game Master","Parma","PR","Emilia-Romagna","44,8016700000","10,3288900000"
"d&d","54735",1,"https://www.gdrplayers.it/cercasi-giocatori-master-esperti-avventure-dd-3-5","bandix","Bandix Tech'n'Fun","https://www.gdrplayers.it/author/bandix/",2016-06-20 08:00:05,"Ricerca giocatori","Perugia",4,"Game Master","Perugia","PG","Umbria","43,1136100000","12,3897200000"
"zero","54735",1,"https://www.gdrplayers.it/cercasi-giocatori-master-esperti-avventure-dd-3-5","bandix","Bandix Tech'n'Fun","https://www.gdrplayers.it/author/bandix/",2016-06-20 08:00:05,"Ricerca giocatori","Perugia",4,"Game Master","Perugia","PG","Umbria","43,1136100000","12,3897200000"
"d&d","36441",1,"https://www.gdrplayers.it/cercasi-giocatori-master-per-dd-3-5","edaordo95","edaordo95","https://www.gdrplayers.it/author/edaordo95/",2014-04-29 12:29:43,"Ricerca giocatori","Milano",4,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"d&d","77731",1,"https://www.gdrplayers.it/cercasi-giocatori-master-ravenna","puk81","puk81","https://www.gdrplayers.it/author/puk81/",2018-03-05 18:00:17,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"pathfinder","77731",1,"https://www.gdrplayers.it/cercasi-giocatori-master-ravenna","puk81","puk81","https://www.gdrplayers.it/author/puk81/",2018-03-05 18:00:17,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"witchcraft","77731",1,"https://www.gdrplayers.it/cercasi-giocatori-master-ravenna","puk81","puk81","https://www.gdrplayers.it/author/puk81/",2018-03-05 18:00:17,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"world of darkness","77731",1,"https://www.gdrplayers.it/cercasi-giocatori-master-ravenna","puk81","puk81","https://www.gdrplayers.it/author/puk81/",2018-03-05 18:00:17,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"call of cthulhu","49319",1,"https://www.gdrplayers.it/cercasi-giocatori-master-roma-2","raggio-di-sole","L'antro di Gork &amp; Mork","https://www.gdrplayers.it/author/raggio-di-sole/",2015-09-26 17:24:31,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"d&d","49319",1,"https://www.gdrplayers.it/cercasi-giocatori-master-roma-2","raggio-di-sole","L'antro di Gork &amp; Mork","https://www.gdrplayers.it/author/raggio-di-sole/",2015-09-26 17:24:31,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"mutant chronicles","49319",1,"https://www.gdrplayers.it/cercasi-giocatori-master-roma-2","raggio-di-sole","L'antro di Gork &amp; Mork","https://www.gdrplayers.it/author/raggio-di-sole/",2015-09-26 17:24:31,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"pathfinder","49319",1,"https://www.gdrplayers.it/cercasi-giocatori-master-roma-2","raggio-di-sole","L'antro di Gork &amp; Mork","https://www.gdrplayers.it/author/raggio-di-sole/",2015-09-26 17:24:31,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"sine requie","49319",1,"https://www.gdrplayers.it/cercasi-giocatori-master-roma-2","raggio-di-sole","L'antro di Gork &amp; Mork","https://www.gdrplayers.it/author/raggio-di-sole/",2015-09-26 17:24:31,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"warhammer","49319",1,"https://www.gdrplayers.it/cercasi-giocatori-master-roma-2","raggio-di-sole","L'antro di Gork &amp; Mork","https://www.gdrplayers.it/author/raggio-di-sole/",2015-09-26 17:24:31,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"world of darkness","49319",1,"https://www.gdrplayers.it/cercasi-giocatori-master-roma-2","raggio-di-sole","L'antro di Gork &amp; Mork","https://www.gdrplayers.it/author/raggio-di-sole/",2015-09-26 17:24:31,"Ricerca giocatori","Roma",0,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"vampire the masquerade","67064",1,"https://www.gdrplayers.it/cercasi-giocatori-master-vampire-the-masquerade-2","howling95","howling95","https://www.gdrplayers.it/author/howling95/",2017-06-28 18:00:54,"Ricerca giocatori",NA,1,"Game Master",NA,NA,NA,NA,NA
"vampire the masquerade","47833",1,"https://www.gdrplayers.it/cercasi-giocatori-master-vampire-the-masquerade","shadowlord00","ShadowLord00","https://www.gdrplayers.it/author/shadowlord00/",2015-07-13 15:49:16,"Ricerca giocatori",NA,2,"Game Master",NA,NA,NA,NA,NA
"cyberpunk","1226",1,"https://www.gdrplayers.it/cercasi-giocatori-master-zona-rhodense","latorre","LaTorre","https://www.gdrplayers.it/author/latorre/",2010-05-03 12:15:16,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"d&d","1226",1,"https://www.gdrplayers.it/cercasi-giocatori-master-zona-rhodense","latorre","LaTorre","https://www.gdrplayers.it/author/latorre/",2010-05-03 12:15:16,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"vampire the masquerade","1226",1,"https://www.gdrplayers.it/cercasi-giocatori-master-zona-rhodense","latorre","LaTorre","https://www.gdrplayers.it/author/latorre/",2010-05-03 12:15:16,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"d&d","63948",1,"https://www.gdrplayers.it/cercasi-giocatori-milano-2","mattia-lagonegro","mattia lagonegro","https://www.gdrplayers.it/author/mattia-lagonegro/",2017-03-23 12:00:34,"Ricerca giocatori","Milano",8,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"space opera","70390",1,"https://www.gdrplayers.it/cercasi-giocatori-milano-campagna-scifi","badula","badula","https://www.gdrplayers.it/author/badula/",2017-09-29 12:00:21,"Ricerca giocatori","Milano",0,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"cortex","45027",1,"https://www.gdrplayers.it/cercasi-giocatori-milano-nordest","uata","Uata","https://www.gdrplayers.it/author/uata/",2015-03-02 12:02:11,"Ricerca giocatori","Milano",6,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"fiasco","45027",1,"https://www.gdrplayers.it/cercasi-giocatori-milano-nordest","uata","Uata","https://www.gdrplayers.it/author/uata/",2015-03-02 12:02:11,"Ricerca giocatori","Milano",6,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"d&d","57356",1,"https://www.gdrplayers.it/cercasi-giocatori-milano-sud-dd-scatola-rossa-successive","gdrfantasy","Associazione Culturale GDRFantasy","https://www.gdrplayers.it/author/gdrfantasy/",2016-09-25 16:02:43,"Ricerca giocatori","Milano",13,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"savage worlds","54001",1,"https://www.gdrplayers.it/cercasi-giocatori-modena-2","alchaest","Alchaest","https://www.gdrplayers.it/author/alchaest/",2016-05-13 20:00:09,"Ricerca giocatori","Modena",3,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"deadlands","36458",1,"https://www.gdrplayers.it/cercasi-giocatori-modena","baroneharkonnen","BaroneHarkonnen","https://www.gdrplayers.it/author/baroneharkonnen/",2014-04-28 15:24:21,"Ricerca giocatori","Modena",22,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"vampire the masquerade","36458",1,"https://www.gdrplayers.it/cercasi-giocatori-modena","baroneharkonnen","BaroneHarkonnen","https://www.gdrplayers.it/author/baroneharkonnen/",2014-04-28 15:24:21,"Ricerca giocatori","Modena",22,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"warhammer","36458",1,"https://www.gdrplayers.it/cercasi-giocatori-modena","baroneharkonnen","BaroneHarkonnen","https://www.gdrplayers.it/author/baroneharkonnen/",2014-04-28 15:24:21,"Ricerca giocatori","Modena",22,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"d&d","8123",1,"https://www.gdrplayers.it/cercasi-giocatori-mondo-di-tenebra-campania","meinos-kaen","Meinos Kaen","https://www.gdrplayers.it/author/meinos-kaen/",2011-08-16 14:52:11,"Ricerca giocatori",NA,0,"Game Master",NA,NA,NA,NA,NA
"vampire the requiem","8123",1,"https://www.gdrplayers.it/cercasi-giocatori-mondo-di-tenebra-campania","meinos-kaen","Meinos Kaen","https://www.gdrplayers.it/author/meinos-kaen/",2011-08-16 14:52:11,"Ricerca giocatori",NA,0,"Game Master",NA,NA,NA,NA,NA
"world of darkness","8123",1,"https://www.gdrplayers.it/cercasi-giocatori-mondo-di-tenebra-campania","meinos-kaen","Meinos Kaen","https://www.gdrplayers.it/author/meinos-kaen/",2011-08-16 14:52:11,"Ricerca giocatori",NA,0,"Game Master",NA,NA,NA,NA,NA
"d&d","60314",1,"https://www.gdrplayers.it/cercasi-giocatori-napoli-2","nipplemurderer","nipplemurderer","https://www.gdrplayers.it/author/nipplemurderer/",2016-12-12 16:01:17,"Ricerca giocatori","Napoli",5,"Game Master","Napoli",NA,"Campania","40,8538900000","14,2505600000"
"gurps","60314",1,"https://www.gdrplayers.it/cercasi-giocatori-napoli-2","nipplemurderer","nipplemurderer","https://www.gdrplayers.it/author/nipplemurderer/",2016-12-12 16:01:17,"Ricerca giocatori","Napoli",5,"Game Master","Napoli",NA,"Campania","40,8538900000","14,2505600000"
"pathfinder","68605",1,"https://www.gdrplayers.it/cercasi-giocatori-napoli-pathfinder","svenex","Svenex","https://www.gdrplayers.it/author/svenex/",2017-08-21 12:00:29,"Ricerca giocatori","Napoli",0,"Game Master","Napoli",NA,"Campania","40,8538900000","14,2505600000"
"world of darkness","50928",1,"https://www.gdrplayers.it/cercasi-giocatori-napoli","piratesoul","PirateSoul","https://www.gdrplayers.it/author/piratesoul/",2015-12-13 19:48:36,"Ricerca giocatori","Napoli",7,"Game Master","Napoli",NA,"Campania","40,8538900000","14,2505600000"
"pathfinder","52377",1,"https://www.gdrplayers.it/cercasi-giocatori-neofiti","johntm","JohnTM","https://www.gdrplayers.it/author/johntm/",2016-03-13 08:00:04,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"d&d","58388",1,"https://www.gdrplayers.it/cercasi-giocatori-nuova-campagna-dd","bsmith93","bsmith93","https://www.gdrplayers.it/author/bsmith93/",2016-10-20 12:30:00,"Ricerca giocatori","Torino",4,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"d&d","30957",1,"https://www.gdrplayers.it/cercasi-giocatori-o-dm-per-dd-palermo","lord-iron","Lord Iron","https://www.gdrplayers.it/author/lord-iron/",2013-11-21 08:21:15,"Ricerca giocatori","Palermo",3,"Game Master","Palermo","PA","Sicilia","38,1166700000","13,3619400000"
"pathfinder","32718",1,"https://www.gdrplayers.it/cercasi-giocatori-o-gruppo-per-pathfinder-e-non-solo-viterbo-e-provincia","cromium","cromium","https://www.gdrplayers.it/author/cromium/",2013-12-30 15:29:56,"Ricerca giocatori","Viterbo",3,"Game Master","Viterbo","VT","Lazio","42,4180600000","12,1066700000"
"d&d","1479",1,"https://www.gdrplayers.it/cercasi-giocatori-o-master-per-dd-o-altro","veiaangel","veiaangel","https://www.gdrplayers.it/author/veiaangel/",2010-06-02 11:43:27,"Ricerca giocatori","Milano",2,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"pathfinder","18928",1,"https://www.gdrplayers.it/cercasi-giocatori-o-master-per-pathfinder-a-milano-2","awakener","Alex93","https://www.gdrplayers.it/author/awakener/",2012-11-30 08:21:14,"Ricerca giocatori","Milano",4,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"d&d","52574",1,"https://www.gdrplayers.it/cercasi-giocatori-online-dd-3-5-ambientazione-orientale","luminousalcor","LuminousAlcor","https://www.gdrplayers.it/author/luminousalcor/",2016-03-05 10:17:29,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"d&d","52190",1,"https://www.gdrplayers.it/cercasi-giocatori-online-dd-3-5-lvl-20","dendis","Dendis","https://www.gdrplayers.it/author/dendis/",2016-02-20 19:22:56,"Ricerca giocatori",NA,2,"Game Master",NA,NA,NA,NA,NA
"vampire the masquerade","69389",1,"https://www.gdrplayers.it/cercasi-giocatori-online-vampire-la-masquerade-anche-novelli","tsutsukashi","Tsutsukashi","https://www.gdrplayers.it/author/tsutsukashi/",2017-09-11 14:12:18,"Ricerca giocatori",NA,10,"Game Master",NA,NA,NA,NA,NA
"call of cthulhu","49723",1,"https://www.gdrplayers.it/cercasi-giocatori-online","tsutsukashi","Tsutsukashi","https://www.gdrplayers.it/author/tsutsukashi/",2015-10-13 19:42:34,"Ricerca giocatori",NA,6,"Game Master",NA,NA,NA,NA,NA
"d&d","49723",1,"https://www.gdrplayers.it/cercasi-giocatori-online","tsutsukashi","Tsutsukashi","https://www.gdrplayers.it/author/tsutsukashi/",2015-10-13 19:42:34,"Ricerca giocatori",NA,6,"Game Master",NA,NA,NA,NA,NA
"sine requie","49723",1,"https://www.gdrplayers.it/cercasi-giocatori-online","tsutsukashi","Tsutsukashi","https://www.gdrplayers.it/author/tsutsukashi/",2015-10-13 19:42:34,"Ricerca giocatori",NA,6,"Game Master",NA,NA,NA,NA,NA
"vampire the masquerade","49723",1,"https://www.gdrplayers.it/cercasi-giocatori-online","tsutsukashi","Tsutsukashi","https://www.gdrplayers.it/author/tsutsukashi/",2015-10-13 19:42:34,"Ricerca giocatori",NA,6,"Game Master",NA,NA,NA,NA,NA
"d&d","30308",1,"https://www.gdrplayers.it/cercasi-giocatori-palombara-paesi-limitrofi-roma","nerul","Nerul","https://www.gdrplayers.it/author/nerul/",2013-10-25 18:00:35,"Ricerca giocatori","Roma",2,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"pathfinder","30308",1,"https://www.gdrplayers.it/cercasi-giocatori-palombara-paesi-limitrofi-roma","nerul","Nerul","https://www.gdrplayers.it/author/nerul/",2013-10-25 18:00:35,"Ricerca giocatori","Roma",2,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
