"";"Rank";"Country";"Documents";"Citable.documents";"Citations";"Self-citations";"Citations.per.document";"H.index";"year"
"2242";150;"Congo";1;1;7;0;7;16;"2012"
"2243";151;"Dominican Republic";1;1;7;0;7;7;"2012"
"2244";152;"Tajikistan";1;1;26;4;26;13;"2012"
"2245";153;"Sudan";1;1;10;2;10;12;"2012"
"2246";154;"Myanmar";1;1;0;0;0;6;"2012"
"2247";155;"Tanzania";1;1;4;0;4;22;"2012"
"2248";156;"Benin";1;1;0;0;0;8;"2012"
"2249";1;"United States";5009;4920;33797;20582;6,75;306;"2013"
"2250";2;"China";2238;2210;10840;7423;4,84;146;"2013"
"2251";3;"United Kingdom";1306;1271;10168;3503;7,79;183;"2013"
"2252";4;"Germany";1295;1272;9429;3165;7,28;176;"2013"
"2253";5;"France";1196;1171;8383;3038;7,01;188;"2013"
"2254";6;"Japan";1018;988;5929;2066;5,82;144;"2013"
"2255";7;"Italy";900;879;5029;2403;5,59;133;"2013"
"2256";8;"Canada";788;776;5559;1594;7,05;154;"2013"
"2257";9;"Russian Federation";784;774;2687;1393;3,43;103;"2013"
"2258";10;"Australia";686;677;4627;1482;6,74;157;"2013"
"2259";11;"Switzerland";408;401;3666;893;8,99;137;"2013"
"2260";12;"India";401;385;2128;755;5,31;80;"2013"
"2261";13;"Norway";396;388;2705;623;6,83;102;"2013"
"2262";14;"Spain";348;341;2281;740;6,55;99;"2013"
"2263";15;"Netherlands";330;324;2675;673;8,11;121;"2013"
"2264";16;"Brazil";277;274;925;265;3,34;84;"2013"
"2265";17;"Sweden";249;247;1624;531;6,52;94;"2013"
"2266";18;"Iran";241;240;505;263;2,1;50;"2013"
"2267";19;"New Zealand";228;225;1275;432;5,59;89;"2013"
"2268";20;"South Korea";202;202;1058;290;5,24;64;"2013"
"2269";21;"Turkey";201;191;963;422;4,79;70;"2013"
"2270";22;"Taiwan";194;192;1003;276;5,17;82;"2013"
"2271";23;"Austria";184;178;1664;237;9,04;81;"2013"
"2272";24;"Denmark";154;147;1024;268;6,65;92;"2013"
"2273";25;"Czech Republic";149;149;549;228;3,68;55;"2013"
"2274";26;"Mexico";141;141;497;149;3,52;64;"2013"
"2275";27;"Greece";137;135;740;313;5,4;74;"2013"
"2276";28;"Poland";136;134;379;188;2,79;55;"2013"
"2277";29;"Belgium";124;121;780;196;6,29;88;"2013"
"2278";30;"Finland";118;118;571;184;4,84;74;"2013"
"2279";31;"South Africa";117;114;702;154;6;82;"2013"
"2280";32;"Saudi Arabia";114;114;329;98;2,89;31;"2013"
"2281";33;"Ukraine";97;97;175;49;1,8;39;"2013"
"2282";34;"Israel";90;88;427;112;4,74;77;"2013"
"2283";35;"Portugal";88;86;413;148;4,69;55;"2013"
"2284";36;"Argentina";84;82;512;126;6,1;57;"2013"
"2285";37;"Hungary";70;64;207;58;2,96;52;"2013"
"2286";38;"Ireland";67;66;389;83;5,81;54;"2013"
"2287";39;"Hong Kong";63;62;331;68;5,25;54;"2013"
"2288";40;"Chile";62;62;616;102;9,94;59;"2013"
"2289";41;"Indonesia";59;58;377;134;6,39;50;"2013"
"2290";42;"Egypt";59;57;159;51;2,69;32;"2013"
"2291";43;"Malaysia";45;44;187;42;4,16;26;"2013"
"2292";44;"Slovakia";44;44;79;25;1,8;38;"2013"
"2293";45;"Romania";39;38;221;50;5,67;32;"2013"
"2294";46;"Iceland";37;35;221;64;5,97;56;"2013"
"2295";47;"United Arab Emirates";35;35;39;6;1,11;18;"2013"
"2296";48;"Croatia";33;33;50;24;1,52;28;"2013"
"2297";49;"Singapore";33;32;276;38;8,36;26;"2013"
"2298";50;"Viet Nam";30;28;76;22;2,53;23;"2013"
"2299";51;"Peru";29;26;260;23;8,97;36;"2013"
"2300";52;"Bulgaria";28;28;144;51;5,14;36;"2013"
"2301";53;"Nigeria";28;28;74;31;2,64;19;"2013"
"2302";54;"Algeria";25;22;90;22;3,6;26;"2013"
"2303";55;"Colombia";24;23;57;9;2,38;28;"2013"
"2304";56;"Azerbaijan";23;23;11;4;0,48;17;"2013"
"2305";57;"Thailand";21;20;36;8;1,71;26;"2013"
"2306";58;"Slovenia";20;20;65;9;3,25;25;"2013"
"2307";59;"Serbia";19;19;113;22;5,95;14;"2013"
"2308";60;"Luxembourg";18;18;153;11;8,5;25;"2013"
"2309";61;"Kazakhstan";17;17;16;3;0,94;14;"2013"
"2310";62;"Iraq";17;17;17;2;1;7;"2013"
"2311";63;"Pakistan";17;16;63;12;3,71;23;"2013"
"2312";64;"Tunisia";14;14;38;6;2,71;14;"2013"
"2313";65;"Oman";14;14;16;1;1,14;22;"2013"
"2314";66;"Kenya";14;14;38;5;2,71;19;"2013"
"2315";67;"Morocco";13;13;89;13;6,85;33;"2013"
"2316";68;"Venezuela";12;12;22;5;1,83;23;"2013"
"2317";69;"Puerto Rico";12;12;65;4;5,42;33;"2013"
"2318";70;"Yemen";12;11;52;24;4,33;16;"2013"
"2319";71;"Ethiopia";11;11;34;9;3,09;31;"2013"
"2320";72;"Jordan";11;11;16;4;1,45;22;"2013"
"2321";73;"Kyrgyzstan";10;10;95;21;9,5;20;"2013"
"2322";74;"Cameroon";9;9;24;2;2,67;16;"2013"
"2323";75;"Estonia";9;9;22;7;2,44;29;"2013"
"2324";76;"Mongolia";9;8;14;1;1,56;24;"2013"
"2325";77;"Ecuador";9;9;61;24;6,78;32;"2013"
"2326";78;"Georgia";9;9;15;8;1,67;17;"2013"
"2327";79;"Costa Rica";8;8;62;10;7,75;31;"2013"
"2328";80;"Tanzania";8;8;44;5;5,5;22;"2013"
"2329";81;"Philippines";8;8;27;8;3,38;24;"2013"
"2330";82;"Lithuania";8;8;29;6;3,63;15;"2013"
"2331";83;"Malta";7;6;25;9;3,57;13;"2013"
"2332";84;"Bangladesh";6;6;8;4;1,33;11;"2013"
"2333";85;"Tajikistan";6;6;75;5;12,5;13;"2013"
"2334";86;"Macedonia";6;6;9;0;1,5;6;"2013"
"2335";87;"Uruguay";5;5;124;2;24,8;11;"2013"
"2336";88;"Armenia";5;5;21;5;4,2;12;"2013"
"2337";89;"Guadeloupe";5;5;33;2;6,6;13;"2013"
"2338";90;"Uzbekistan";5;5;9;3;1,8;9;"2013"
"2339";91;"Ghana";5;4;25;3;5;16;"2013"
"2340";92;"Greenland";5;5;66;25;13,2;11;"2013"
"2341";93;"Syrian Arab Republic";5;5;9;0;1,8;18;"2013"
"2342";94;"Sudan";4;4;121;4;30,25;12;"2013"
"2343";95;"Bermuda";4;4;13;2;3,25;21;"2013"
"2344";96;"Zimbabwe";4;3;10;4;2,5;25;"2013"
"2345";97;"Montserrat";4;4;23;4;5,75;19;"2013"
"2346";98;"Libya";4;4;11;0;2,75;7;"2013"
"2347";99;"Sri Lanka";4;4;14;3;3,5;15;"2013"
"2348";100;"Cyprus";4;4;44;9;11;15;"2013"
"2349";101;"Cuba";4;4;19;3;4,75;16;"2013"
"2350";102;"Bolivia";3;2;20;0;6,67;19;"2013"
"2351";103;"French Polynesia";3;3;14;0;4,67;18;"2013"
"2352";104;"Namibia";3;2;9;2;3;18;"2013"
"2353";105;"Dominican Republic";3;3;0;0;0;7;"2013"
"2354";106;"Congo";3;3;17;1;5,67;16;"2013"
"2355";107;"Papua New Guinea";3;3;8;0;2,67;15;"2013"
"2356";108;"Faroe Islands";3;3;6;1;2;7;"2013"
"2357";109;"Trinidad and Tobago";3;3;15;3;5;20;"2013"
"2358";110;"Myanmar";3;2;4;1;1,33;6;"2013"
"2359";111;"Fiji";3;3;18;0;6;10;"2013"
"2360";112;"Macao";3;3;7;2;2,33;4;"2013"
"2361";113;"Bhutan";3;3;16;4;5,33;8;"2013"
"2362";114;"Senegal";3;3;28;0;9,33;15;"2013"
"2363";115;"Botswana";2;2;7;0;3,5;22;"2013"
"2364";116;"Kuwait";2;2;2;0;1;8;"2013"
"2365";117;"Niger";2;2;4;1;2;14;"2013"
"2366";118;"Vanuatu ";2;2;12;1;6;8;"2013"
"2367";119;"Liechtenstein";2;2;8;1;4;5;"2013"
"2368";120;"Nicaragua";2;2;6;3;3;16;"2013"
"2369";121;"Qatar";2;2;0;0;0;5;"2013"
"2370";122;"Malawi";2;2;7;2;3,5;14;"2013"
"2371";123;"Benin";2;2;24;8;12;8;"2013"
"2372";124;"Palestine ";2;2;6;0;3;9;"2013"
"2373";125;"New Caledonia";2;2;28;5;14;31;"2013"
"2374";126;"Barbados";2;2;5;0;2,5;4;"2013"
"2375";127;"Madagascar";2;2;1;1;0,5;14;"2013"
"2376";128;"Moldova";2;2;10;0;5;3;"2013"
"2377";129;"Uganda";2;2;14;1;7;12;"2013"
"2378";130;"Mozambique";2;1;0;0;0;10;"2013"
"2379";131;"Nepal";2;2;3;0;1,5;25;"2013"
"2380";132;"Haïti";2;2;15;1;7,5;7;"2013"
"2381";133;"Latvia";2;2;0;0;0;2;"2013"
"2382";134;"Martinique";2;2;10;0;5;3;"2013"
"2383";135;"Jamaica";2;2;10;1;5;12;"2013"
"2384";136;"Albania";2;2;4;0;2;12;"2013"
"2385";137;"Zambia ";1;1;17;0;17;13;"2013"
"2386";138;"Chad";1;1;1;0;1;4;"2013"
"2387";139;"El Salvador";1;1;0;0;0;11;"2013"
"2388";140;"Panama";1;1;0;0;0;14;"2013"
"2389";141;"Central African Republic";1;1;1;0;1;1;"2013"
"2390";142;"Gibraltar";1;1;5;0;5;2;"2013"
"2391";143;"Bahamas";1;1;0;0;0;3;"2013"
"2392";144;"Swaziland";1;1;8;0;8;8;"2013"
"2393";145;"Angola";1;1;0;0;0;8;"2013"
"2394";146;"Burkina Faso";1;1;1;0;1;6;"2013"
"2395";147;"Maldives";1;1;16;2;16;5;"2013"
"2396";148;"Lebanon";1;1;1;1;1;14;"2013"
"2397";149;"Brunei Darussalam";1;1;17;0;17;12;"2013"
"2398";150;"Bahrain";1;1;17;0;17;3;"2013"
"2399";151;"Rwanda";1;1;1;0;1;4;"2013"
"2400";1;"United States";4776;4681;16171;10379;3,39;306;"2014"
"2401";2;"China";2237;2202;4367;3052;1,95;146;"2014"
"2402";3;"United Kingdom";1259;1229;4301;1732;3,42;183;"2014"
"2403";4;"Germany";1238;1211;3827;1416;3,09;176;"2014"
"2404";5;"France";1216;1174;4307;1713;3,54;188;"2014"
"2405";6;"Russian Federation";883;871;1140;526;1,29;103;"2014"
"2406";7;"Japan";880;852;2139;834;2,43;144;"2014"
"2407";8;"Italy";819;792;2184;1167;2,67;133;"2014"
"2408";9;"Canada";782;764;2441;894;3,12;154;"2014"
"2409";10;"Australia";614;587;1929;690;3,14;157;"2014"
"2410";11;"Switzerland";414;403;1447;445;3,5;137;"2014"
"2411";12;"India";394;378;667;346;1,69;80;"2014"
"2412";13;"Spain";378;359;1072;430;2,84;99;"2014"
"2413";14;"Norway";324;319;876;268;2,7;102;"2014"
"2414";15;"Netherlands";259;255;862;265;3,33;121;"2014"
"2415";16;"New Zealand";245;238;900;470;3,67;89;"2014"
"2416";17;"Sweden";239;231;725;184;3,03;94;"2014"
"2417";18;"Brazil";219;216;314;130;1,43;84;"2014"
"2418";19;"Iran";204;199;169;93;0,83;50;"2014"
"2419";20;"South Korea";195;194;355;93;1,82;64;"2014"
"2420";21;"Austria";175;172;472;80;2,7;81;"2014"
"2421";22;"Taiwan";169;167;364;105;2,15;82;"2014"
"2422";23;"Greece";166;163;241;114;1,45;74;"2014"
"2423";24;"Turkey";166;157;302;117;1,82;70;"2014"
"2424";25;"Czech Republic";156;153;305;130;1,96;55;"2014"
"2425";26;"Poland";128;120;169;95;1,32;55;"2014"
"2426";27;"Denmark";128;122;384;109;3;92;"2014"
"2427";28;"Finland";126;123;411;117;3,26;74;"2014"
"2428";29;"Mexico";118;116;197;64;1,67;64;"2014"
"2429";30;"South Africa";116;111;224;46;1,93;82;"2014"
"2430";31;"Belgium";99;96;281;103;2,84;88;"2014"
"2431";32;"Saudi Arabia";94;94;173;73;1,84;31;"2014"
"2432";33;"Portugal";90;85;224;95;2,49;55;"2014"
"2433";34;"Argentina";78;76;177;68;2,27;57;"2014"
"2434";35;"Israel";72;72;195;55;2,71;77;"2014"
"2435";36;"Chile";69;66;154;39;2,23;59;"2014"
"2436";37;"Hungary";64;63;112;39;1,75;52;"2014"
"2437";38;"Ireland";63;63;176;37;2,79;54;"2014"
"2438";39;"Egypt";60;58;80;25;1,33;32;"2014"
"2439";40;"Slovakia";48;48;41;31;0,85;38;"2014"
"2440";41;"Singapore";45;45;172;27;3,82;26;"2014"
"2441";42;"Hong Kong";43;43;116;33;2,7;54;"2014"
"2442";43;"Iceland";40;38;97;23;2,43;56;"2014"
"2443";44;"Malaysia";39;39;84;30;2,15;26;"2014"
"2444";45;"Romania";38;37;58;18;1,53;32;"2014"
"2445";46;"Croatia";33;33;38;19;1,15;28;"2014"
"2446";47;"Morocco";29;27;138;56;4,76;33;"2014"
"2447";48;"Indonesia";27;27;58;13;2,15;50;"2014"
"2448";49;"Algeria";25;24;43;10;1,72;26;"2014"
"2449";50;"Pakistan";25;25;28;9;1,12;23;"2014"
"2450";51;"Nigeria";25;24;34;17;1,36;19;"2014"
"2451";52;"Peru";24;24;77;16;3,21;36;"2014"
"2452";53;"Ukraine";22;21;43;22;1,95;39;"2014"
"2453";54;"Thailand";22;22;26;8;1,18;26;"2014"
"2454";55;"Bulgaria";20;20;37;12;1,85;36;"2014"
"2455";56;"Colombia";20;20;33;5;1,65;28;"2014"
"2456";57;"Azerbaijan";19;19;6;0;0,32;17;"2014"
"2457";58;"Luxembourg";19;18;32;8;1,68;25;"2014"
"2458";59;"United Arab Emirates";18;17;24;1;1,33;18;"2014"
"2459";60;"Kazakhstan";17;16;16;1;0,94;14;"2014"
"2460";61;"Zimbabwe";14;12;10;2;0,71;25;"2014"
"2461";62;"Slovenia";14;13;9;2;0,64;25;"2014"
"2462";63;"Viet Nam";13;13;13;6;1;23;"2014"
"2463";64;"Tanzania";13;13;29;0;2,23;22;"2014"
"2464";65;"Ethiopia";12;12;33;7;2,75;31;"2014"
"2465";66;"Mongolia";11;11;19;3;1,73;24;"2014"
"2466";67;"Ecuador";11;11;19;4;1,73;32;"2014"
"2467";68;"Oman";11;11;9;0;0,82;22;"2014"
"2468";69;"Puerto Rico";11;11;15;1;1,36;33;"2014"
"2469";70;"Philippines";11;11;34;2;3,09;24;"2014"
"2470";71;"New Caledonia";10;10;34;6;3,4;31;"2014"
"2471";72;"Tunisia";10;10;16;5;1,6;14;"2014"
"2472";73;"Cameroon";9;9;5;0;0,56;16;"2014"
"2473";74;"Namibia";9;7;7;1;0,78;18;"2014"
"2474";75;"Kyrgyzstan";9;9;12;2;1,33;20;"2014"
"2475";76;"Kenya";8;8;7;1;0,88;19;"2014"
"2476";77;"Ghana";8;6;2;0;0,25;16;"2014"
"2477";78;"Botswana";8;7;16;5;2;22;"2014"
"2478";79;"Serbia";7;7;13;3;1,86;14;"2014"
"2479";80;"Costa Rica";7;7;17;3;2,43;31;"2014"
"2480";81;"Lithuania";7;6;20;8;2,86;15;"2014"
"2481";82;"Estonia";7;7;49;9;7;29;"2014"
"2482";83;"Nepal";7;7;27;5;3,86;25;"2014"
"2483";84;"Cyprus";7;7;13;2;1,86;15;"2014"
"2484";85;"Nicaragua";6;6;12;3;2;16;"2014"
"2485";86;"Georgia";6;6;7;2;1,17;17;"2014"
"2486";87;"Myanmar";6;6;11;3;1,83;6;"2014"
"2487";88;"Greenland";6;6;16;11;2,67;11;"2014"
"2488";89;"Mozambique";6;6;11;7;1,83;10;"2014"
"2489";90;"Bolivia";5;5;16;2;3,2;19;"2014"
"2490";91;"Jordan";5;5;12;2;2,4;22;"2014"
"2491";92;"Iraq";5;5;5;0;1;7;"2014"
"2492";93;"Yemen";5;5;19;12;3,8;16;"2014"
"2493";94;"Malawi";5;5;4;1;0,8;14;"2014"
"2494";95;"Benin";5;5;13;4;2,6;8;"2014"
"2495";96;"Venezuela";5;5;14;2;2,8;23;"2014"
"2496";97;"Mauritius";4;4;12;1;3;4;"2014"
"2497";98;"Belarus";4;4;9;1;2,25;19;"2014"
"2498";99;"Syrian Arab Republic";4;4;4;0;1;18;"2014"
"2499";100;"Papua New Guinea";4;4;4;0;1;15;"2014"
"2500";101;"Cuba";4;4;5;1;1,25;16;"2014"
"2501";102;"Malta";4;3;6;1;1,5;13;"2014"
"2502";103;"Montserrat";3;3;12;1;4;19;"2014"
"2503";104;"Dominican Republic";3;3;4;0;1,33;7;"2014"
"2504";105;"Congo";3;3;5;1;1,67;16;"2014"
"2505";106;"Bermuda";3;3;20;3;6,67;21;"2014"
"2506";107;"Trinidad and Tobago";3;3;6;0;2;20;"2014"
"2507";108;"Panama";3;3;7;2;2,33;14;"2014"
"2508";109;"Sri Lanka";3;3;6;2;2;15;"2014"
"2509";110;"Bangladesh";3;3;8;2;2,67;11;"2014"
"2510";111;"Guadeloupe";2;2;5;0;2,5;13;"2014"
"2511";112;"Angola";2;2;5;0;2,5;8;"2014"
"2512";113;"Armenia";2;2;4;4;2;12;"2014"
"2513";114;"Côte d’Ivoire";2;2;3;0;1,5;11;"2014"
"2514";115;"Bhutan";2;2;20;3;10;8;"2014"
"2515";116;"Fiji";2;2;7;2;3,5;10;"2014"
"2516";117;"Macao";2;2;4;1;2;4;"2014"
"2517";118;"Uganda";2;2;1;1;0,5;12;"2014"
"2518";119;"Uruguay";2;2;6;3;3;11;"2014"
"2519";120;"Senegal";2;2;6;1;3;15;"2014"
"2520";121;"Turkmenistan";2;2;1;0;0,5;4;"2014"
"2521";122;"Reunion";1;1;3;0;3;7;"2014"
"2522";123;"Burkina Faso";1;1;2;0;2;6;"2014"
"2523";124;"Brunei Darussalam";1;1;6;0;6;12;"2014"
"2524";125;"Niger";1;1;2;0;2;14;"2014"
"2525";126;"Palestine ";1;1;3;0;3;9;"2014"
"2526";127;"Bahrain";1;1;0;0;0;3;"2014"
"2527";128;"Haïti";1;1;0;0;0;7;"2014"
"2528";129;"Samoa";1;1;14;0;14;2;"2014"
"2529";130;"French Polynesia";1;1;0;0;0;18;"2014"
"2530";131;"Afghanistan";1;1;1;0;1;3;"2014"
"2531";132;"Lebanon";1;1;0;0;0;14;"2014"
"2532";133;"Libya";1;1;5;0;5;7;"2014"
"2533";134;"Monaco";1;1;1;0;1;14;"2014"
"2534";135;"El Salvador";1;1;0;0;0;11;"2014"
"2535";136;"Sudan";1;1;0;0;0;12;"2014"
"2536";137;"Swaziland";1;1;7;0;7;8;"2014"
"2537";138;"Montenegro";1;1;0;0;0;1;"2014"
"2538";139;"Jamaica";1;1;0;0;0;12;"2014"
"2539";140;"Guyana";1;1;7;1;7;4;"2014"
"2540";141;"Palau";1;1;16;2;16;1;"2014"
"2541";142;"Qatar";1;1;0;0;0;5;"2014"
"2542";143;"Cambodia";1;1;2;0;2;2;"2014"
"2543";144;"French Guiana";1;1;6;0;6;4;"2014"
"2544";145;"Kuwait";1;1;1;0;1;8;"2014"
"2545";1;"United States";4494;4426;3693;2505;0,82;306;"2015"
"2546";2;"China";2411;2374;922;636;0,38;146;"2015"
"2547";3;"United Kingdom";1262;1234;913;355;0,72;183;"2015"
"2548";4;"Germany";1150;1119;843;335;0,73;176;"2015"
"2549";5;"France";1079;1058;843;365;0,78;188;"2015"
"2550";6;"Canada";786;761;614;224;0,78;154;"2015"
"2551";7;"Italy";768;716;519;294;0,68;133;"2015"
"2552";8;"Japan";762;745;560;307;0,73;144;"2015"
"2553";9;"Russian Federation";716;708;309;182;0,43;103;"2015"
"2554";10;"Australia";585;567;468;179;0,8;157;"2015"
"2555";11;"Switzerland";405;391;386;137;0,95;137;"2015"
"2556";12;"India";371;357;129;73;0,35;80;"2015"
"2557";13;"Spain";363;352;276;147;0,76;99;"2015"
"2558";14;"Norway";299;293;186;39;0,62;102;"2015"
"2559";15;"Netherlands";255;252;243;79;0,95;121;"2015"
"2560";16;"Sweden";247;244;246;93;1;94;"2015"
"2561";17;"New Zealand";200;196;151;54;0,76;89;"2015"
"2562";18;"Iran";196;195;54;29;0,28;50;"2015"
"2563";19;"South Korea";176;173;76;20;0,43;64;"2015"
"2564";20;"Austria";158;153;79;26;0,5;81;"2015"
"2565";21;"Brazil";157;154;69;25;0,44;84;"2015"
"2566";22;"Taiwan";150;147;71;32;0,47;82;"2015"
"2567";23;"Poland";144;141;46;24;0,32;55;"2015"
"2568";24;"Turkey";144;129;41;22;0,28;70;"2015"
"2569";25;"Czech Republic";139;133;91;27;0,65;55;"2015"
"2570";26;"Denmark";126;125;119;49;0,94;92;"2015"
"2571";27;"Mexico";123;120;56;13;0,46;64;"2015"
"2572";28;"Greece";117;109;95;38;0,81;74;"2015"
"2573";29;"Belgium";108;108;77;27;0,71;88;"2015"
"2574";30;"Finland";107;105;71;16;0,66;74;"2015"
"2575";31;"Portugal";102;91;59;28;0,58;55;"2015"
"2576";32;"Argentina";85;84;52;25;0,61;57;"2015"
"2577";33;"South Africa";83;80;61;19;0,73;82;"2015"
"2578";34;"Chile";77;77;50;9;0,65;59;"2015"
"2579";35;"Israel";75;73;47;13;0,63;77;"2015"
"2580";36;"Saudi Arabia";75;75;32;9;0,43;31;"2015"
"2581";37;"Hong Kong";61;59;24;6;0,39;54;"2015"
"2582";38;"Singapore";59;59;55;10;0,93;26;"2015"
"2583";39;"Hungary";58;54;27;5;0,47;52;"2015"
"2584";40;"Egypt";56;55;11;7;0,2;32;"2015"
"2585";41;"Ireland";48;48;24;5;0,5;54;"2015"
"2586";42;"Slovakia";48;48;22;16;0,46;38;"2015"
"2587";43;"Malaysia";46;43;18;8;0,39;26;"2015"
"2588";44;"Croatia";43;42;15;3;0,35;28;"2015"
"2589";45;"Indonesia";37;35;13;2;0,35;50;"2015"
"2590";46;"Iceland";35;31;28;9;0,8;56;"2015"
"2591";47;"Ukraine";34;34;29;18;0,85;39;"2015"
"2592";48;"Pakistan";29;28;6;2;0,21;23;"2015"
"2593";49;"Romania";26;25;25;6;0,96;32;"2015"
"2594";50;"Slovenia";25;25;9;1;0,36;25;"2015"
"2595";51;"Morocco";23;21;22;6;0,96;33;"2015"
"2596";52;"Bulgaria";23;22;10;2;0,43;36;"2015"
"2597";53;"Nigeria";23;22;10;6;0,43;19;"2015"
"2598";54;"United Arab Emirates";20;20;4;1;0,2;18;"2015"
"2599";55;"Algeria";20;20;6;1;0,3;26;"2015"
"2600";56;"Peru";18;18;6;1;0,33;36;"2015"
"2601";57;"Viet Nam";16;16;6;1;0,38;23;"2015"
"2602";58;"Serbia";16;15;9;0;0,56;14;"2015"
"2603";59;"Colombia";16;16;7;2;0,44;28;"2015"
"2604";60;"Ethiopia";14;14;6;2;0,43;31;"2015"
"2605";61;"Luxembourg";13;12;10;3;0,77;25;"2015"
"2606";62;"Philippines";12;11;9;1;0,75;24;"2015"
"2607";63;"Kazakhstan";12;12;15;6;1,25;14;"2015"
"2608";64;"Yemen";12;12;9;6;0,75;16;"2015"
"2609";65;"Puerto Rico";12;12;8;0;0,67;33;"2015"
"2610";66;"Cyprus";12;11;15;3;1,25;15;"2015"
"2611";67;"Nepal";11;11;13;4;1,18;25;"2015"
"2612";68;"Costa Rica";11;11;4;0;0,36;31;"2015"
"2613";69;"Thailand";11;11;2;0;0,18;26;"2015"
"2614";70;"Kyrgyzstan";11;10;16;7;1,45;20;"2015"
"2615";71;"Botswana";11;11;15;10;1,36;22;"2015"
"2616";72;"Azerbaijan";10;10;0;0;0;17;"2015"
"2617";73;"Oman";10;9;3;0;0,3;22;"2015"
"2618";74;"Ecuador";10;9;2;0;0,2;32;"2015"
"2619";75;"Tunisia";10;10;0;0;0;14;"2015"
"2620";76;"Estonia";10;10;19;2;1,9;29;"2015"
"2621";77;"Cameroon";8;8;1;1;0,13;16;"2015"
"2622";78;"Bangladesh";7;7;2;0;0,29;11;"2015"
"2623";79;"Tajikistan";7;7;12;5;1,71;13;"2015"
"2624";80;"Kenya";6;6;3;0;0,5;19;"2015"
"2625";81;"Mongolia";6;6;3;0;0,5;24;"2015"
"2626";82;"Greenland";6;6;9;5;1,5;11;"2015"
"2627";83;"Sri Lanka";6;6;1;0;0,17;15;"2015"
"2628";84;"Trinidad and Tobago";6;6;4;1;0,67;20;"2015"
"2629";85;"Venezuela";6;6;2;0;0,33;23;"2015"
"2630";86;"Armenia";5;5;2;1;0,4;12;"2015"
"2631";87;"Iraq";5;5;0;0;0;7;"2015"
"2632";88;"Georgia";4;4;1;1;0,25;17;"2015"
"2633";89;"Bolivia";4;4;1;1;0,25;19;"2015"
"2634";90;"Uganda";4;4;1;0;0,25;12;"2015"
"2635";91;"Panama";4;4;2;0;0,5;14;"2015"
"2636";92;"French Polynesia";4;4;2;0;0,5;18;"2015"
"2637";93;"Lithuania";4;4;0;0;0;15;"2015"
"2638";94;"Uzbekistan";4;4;3;1;0,75;9;"2015"
"2639";95;"New Caledonia";4;4;0;0;0;31;"2015"
"2640";96;"Sudan";4;3;1;0;0,25;12;"2015"
"2641";97;"Jordan";4;4;0;0;0;22;"2015"
"2642";98;"Bhutan";3;3;0;0;0;8;"2015"
"2643";99;"Senegal";3;3;1;0;0,33;15;"2015"
"2644";100;"Zambia ";3;3;2;1;0,67;13;"2015"
"2645";101;"Macao";3;3;0;0;0;4;"2015"
"2646";102;"Congo";3;3;3;0;1;16;"2015"
"2647";103;"Macedonia";3;3;3;0;1;6;"2015"
"2648";104;"Burkina Faso";3;3;0;0;0;6;"2015"
"2649";105;"Nicaragua";3;3;1;0;0,33;16;"2015"
"2650";106;"Fiji";3;3;2;0;0,67;10;"2015"
"2651";107;"Qatar";3;2;1;0;0,33;5;"2015"
"2652";108;"Vanuatu ";3;3;1;0;0,33;8;"2015"
"2653";109;"Benin";3;3;1;0;0,33;8;"2015"
"2654";110;"Montserrat";3;3;2;1;0,67;19;"2015"
"2655";111;"Albania";3;3;1;1;0,33;12;"2015"
"2656";112;"El Salvador";2;2;0;0;0;11;"2015"
"2657";113;"Brunei Darussalam";2;2;1;0;0,5;12;"2015"
"2658";114;"Turkmenistan";2;2;3;1;1,5;4;"2015"
"2659";115;"Eritrea";2;2;3;1;1,5;9;"2015"
"2660";116;"Tanzania";2;2;1;0;0,5;22;"2015"
"2661";117;"Namibia";2;2;1;0;0,5;18;"2015"
"2662";118;"Libya";2;2;0;0;0;7;"2015"
"2663";119;"Lebanon";2;2;1;0;0,5;14;"2015"
"2664";120;"Jamaica";2;2;3;0;1,5;12;"2015"
"2665";121;"Papua New Guinea";2;2;0;0;0;15;"2015"
"2666";122;"Martinique";2;2;4;0;2;3;"2015"
"2667";123;"Malta";2;1;1;0;0,5;13;"2015"
"2668";124;"Niger";2;2;0;0;0;14;"2015"
"2669";125;"Ghana";2;2;0;0;0;16;"2015"
"2670";126;"Kuwait";2;2;0;0;0;8;"2015"
"2671";127;"Democratic Republic Congo";1;1;0;0;0;6;"2015"
"2672";128;"Chad";1;1;0;0;0;4;"2015"
"2673";129;"Dominican Republic";1;1;0;0;0;7;"2015"
"2674";130;"Cuba";1;1;0;0;0;16;"2015"
"2675";131;"Palestine ";1;1;0;0;0;9;"2015"
"2676";132;"Seychelles";1;1;0;0;0;5;"2015"
"2677";133;"Bahamas";1;1;0;0;0;3;"2015"
"2678";134;"Afghanistan";1;1;1;0;1;3;"2015"
"2679";135;"Honduras";1;1;0;0;0;7;"2015"
"2680";136;"Madagascar";1;1;0;0;0;14;"2015"
"2681";137;"Guadeloupe";1;1;3;1;3;13;"2015"
"2682";138;"Bermuda";1;1;0;0;0;21;"2015"
"2683";139;"Guatemala";1;1;1;0;1;11;"2015"
"2684";140;"Mozambique";1;1;0;0;0;10;"2015"
"2685";141;"Moldova";1;1;0;0;0;3;"2015"
"2686";142;"Maldives";1;1;0;0;0;5;"2015"
